DATE,gPCPIXB4,gPCPIXB3,gPCPIXB2,gPCPIXB1,gPCPIXF0,gPCPIXF1,gPCPIXF2,gPCPIXF3,gPCPIXF4,gPCPIXF5,gPCPIXF6,gPCPIXF7,gPCPIXF8,gPCPIXF9,GBdate,meeting_date
2013.2,2.4,1.6,1.7,2.1,1.9,1.7,1.7,1.9,1.9,1.9,1.8,,,,20130424,2013-05-01
2013.2,2.4,1.6,1.7,2.1,1.3,1.7,1.7,1.9,1.8,1.8,1.8,,,,20130612,2013-06-19
2013.3,1.6,1.7,2.1,1.4,1.8,1.7,1.8,1.8,1.8,1.8,,,,,20130724,2013-07-31
2013.3,,,,1.4,1.8,1.6,1.8,1.8,1.8,1.9,2,1.9,1.9,1.8,20130911,2013-09-18
2013.4,,,1.4,1.8,1.7,1.8,1.8,1.8,1.9,2,1.9,1.9,1.8,,20131023,2013-10-30
2013.4,,,1.4,1.8,1.6,1.9,1.9,1.9,1.7,1.9,1.9,1.9,1.8,,20131212,2013-12-18
2014.1,,1.4,1.8,1.6,1.8,2,2,1.8,2,2.1,2.1,2,,,20140123,2014-01-29
2014.1,,1.4,1.8,1.6,1.7,2,2,2,2.1,2.1,2,1.9,,,20140312,2014-03-19
2014.2,1.4,1.8,1.6,1.6,2,2,2,2.1,2.1,2,1.9,,,,20140423,2014-04-30
2014.2,1.4,1.8,1.6,1.6,2.4,2,1.9,1.9,2,2,1.9,,,,20140611,2014-06-18
2014.3,1.8,1.6,1.6,2.5,2.1,2.1,2.2,2.2,2.1,2.1,,,,,20140723,2014-07-30
2014.3,,,,2.5,1.7,1.9,2.1,2.2,2.1,2.1,2.2,2.2,2.1,2.1,20140910,2014-09-17
2014.4,,,2.5,1.3,1.6,2,2,2,2,2.1,2.1,2,2,,20141022,2014-10-29
2014.4,,,2.5,1.3,1.9,2,1.9,2,2,2,2,2.1,2.1,,20141210,2014-12-17
2015.1,,2.5,1.3,1.4,1.4,2,2,2,2,2,2.1,2.1,,,20150121,2015-01-28
2015.1,,2.2,1.4,1.5,1.5,1.8,1.9,2,2,2,2,2.1,,,20150311,2015-03-18
2015.2,2.2,1.4,1.5,1.7,2.2,1.8,1.9,2,2,2,2,,,,20150422,2015-04-29
2015.2,2.2,1.4,1.5,1.7,2.6,1.9,1.7,2,2,2,2,,,,20150610,2015-06-17
2015.3,1.4,1.5,1.7,2.5,1.9,1.7,2,2,2,2,,,,,20150722,2015-07-29
2015.3,,,,2.5,1.8,1.6,2,2,2,2,2.1,2.1,2.1,2,20150909,2015-09-17
2015.4,,,2.5,1.7,1.7,2,2,2,2,2.1,2.1,2.1,2.1,,20151021,2015-10-28
2015.4,,,2.5,1.7,2.1,2,2,2.1,2.1,2.2,2.2,2.2,2.2,,20151209,2015-12-16
2016.1,,2.5,1.7,2.1,1.9,2,2,2,2.1,2.2,2.2,2.2,,,20160120,2016-01-27
2016.1,,2.3,1.8,2.2,2.5,2.1,1.9,1.9,2,2.1,2.1,2.1,,,20160309,2016-03-16
2016.2,2.3,1.8,2.2,2.7,2,2,1.9,2.1,2.2,2.1,2,,,,20160420,2016-04-27
2016.2,2.3,1.8,2.2,2.7,2,2,1.9,2.1,2.2,2.2,2.3,,,,20160608,2016-06-15
2016.3,1.8,2.2,2.7,2.1,2.1,1.9,2.1,2.2,2.2,2.3,,,,,20160720,2016-07-27
2016.3,,,,2.1,1.9,2.2,2.2,2.2,2.2,2.2,2.3,2.3,2.3,2.3,20160914,2016-09-21
2016.4,,,2.1,1.9,2.1,2.4,2.3,2.3,2.2,2.3,2.3,2.3,2.3,,20161026,2016-11-02
2016.4,,,2.1,1.9,1.9,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,,20161207,2016-12-14
2017.1,,2.1,1.9,2,2.6,2.4,2.3,2.3,2.4,2.4,2.4,2.4,,,20170123,2017-02-01
2017.1,,2.1,2.1,2,2.9,2.3,2.3,2.2,2.4,2.4,2.4,2.4,,,20170303,2017-03-15
2017.2,2.1,2.1,2,2.5,1.9,2.3,2.2,2.4,2.4,2.4,2.5,,,,20170421,2017-05-03
2017.2,2.1,2.1,2,2.5,1,2.3,2.3,2.4,2.4,2.5,2.5,,,,20170605,2017-06-14
2017.3,2.1,2,2.5,0.6,1.9,2.3,2.5,2.5,2.4,2.5,,,,,20170714,2017-07-26
2017.3,,,,0.6,1.5,2.3,2.3,2.5,2.3,2.3,2.5,2.5,2.5,2.5,20170908,2017-09-20
2017.4,,,0.6,1.7,2,2.2,2.4,2.3,2.2,2.4,2.4,2.4,2.5,,20171020,2017-11-01
2017.4,,,0.6,1.7,2.2,2.2,2.3,2.3,2.2,2.4,2.4,2.4,2.5,,20171201,2017-12-13
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
